area-number,character-area,date,weather,topography,topography-text,layout,layout-text,spaces,spaces-text,greenery,greenery-text,wildlife,wildlife-text,roads,roads-text,landmarks,landmarks-text,views-out-text,views-in-text,buildings,buildings-text,roofs,roofs-text,materials,materials-text,details,details-text,positive-text,negative-text
104,WELLSWAY 100 - 138 INCLUDING ECO HOMES,10/11/2013,fine,hilly valley,"SLIGHT STEADY INCLINE DOWN THE B3116 TOWARDS KEYNSHAM, REAR OF PROPERTIES BANK TO THE VALLEY BASIN, CHEWTON PLACE AND RIVER CHEW",linear buildings-well-set-back front-gardens back-gardens long-plots wide-plots,,gaps-between-buildings green-spaces hard-space well-used,,trees bushes hedges green-backcloth-to-buildings areas-of-intense-greenery,,area-used/inhabited-by-wildlife,CLOSE TO THE GREEN BELT HENCE IDEAL LOCATION FOR WILDLIFE. KNOWLEDGE OF LOCAL BAT COLONY,pavements kerbs grass-verges wide-roads wide-roads-wide straight-roads on-plot-parking parking-courts,"THE ECO HOMES ON THE WELLSWAY FORMERLY THE SITE OF A NURSING HOME ARE SET WELL BACK FROM THE ROAD WITH A PARKING COURT FOR ALL RESIDENTS TO THE FRONT, MOST PROPERTIES ON THE WELLSWAY HAVE A USABLE DRIVE AND GARAGING ATTACHED TO THE PROPERTY",,PROPERTIES INCLUDING THE KEYNSHAM HEALTH CENTRE ON THE OPPOSITE VALLEY SIDE.,FROM THE REAR OF THE PROPERTIES THERE ARE VIEWS OUT ACROSS THE GREEN BELT AND THE OPPOSITE VALLEY TO PROPERTIES CURRENTLY BEING CONSTRUCTED ON THE K2B SITE OFF PARK ROAD KEYNSHAM,PROPERTIES CAN BE VIEWED FROM CHEWTON KEYNSHAM AND THE OTHER SIDE OF THE VALLEY,wide-frontages detached 1-storey 2-storeys 3-storeys varied-shapes,"THERE IS NO ONE STYLE OF HOUSE ON THIS SECTION OF THE WELLSWAY. ALL PROPERTIES ARE DETACHED AND RANGE FROM BUNGALOWS, HOUSES AND 3 STOREY ECO APARTMENTS.",pitched-roofs varied-pitch,THE ROOFS OF THE ECO HOMES ARE PITCHED TO ACCOMMODATE SOLAR PANELS AS A POWER SOURCE FOR THE BUILDINGS,some-common brick stone render tile walls hedges fences tarmac concrete paving-stones,THE PROPERTIES ARE OF NUMEROUS STYLES AND AGES AND HENCE ARE CONSTRUCTED OF DIFFERENT MATERIAL.,,ECO DESIGN,"SUPER VIEWS TO THE REAR OF THE PROPERTIES, CLOSE TO THE GREEN BELT FOR HOBBIES - WALKING, CYCLING, BIRD WATCHING, FISHING",THE BUSY B3116
82,"SOUTH OF COURTENAY ROAD - TYNING, OAKFIELD, GRANVILLE PROPERTIES PLUS FIELDS BEHIND",19/01/2014,dull,flat,,irregular buildings-well-set-back front-gardens back-gardens wide-plots no-obvious-centre,ONLY THREE PROPERTIES AND OUTBUILDINGS SET IN A COUNTRYSIDE SETTING OF COURTENAY ROAD,gaps-between-buildings green-spaces well-used,GRAZING LAND TO THE REAR - HORSES PRESENT IN THE FIELDS,trees bushes hedges areas-of-intense-greenery,,area-used/inhabited-by-wildlife,OPEN COUNTRYSIDE - HOME TO MANY BREEDS OF WILD LIFE AND BIRDS,grass-verges narrow-roads on-plot-parking,ONE SINGLE TRACK NARROW LANE (COURTENAY ROAD) CONNECTING KEYNSHAM AND SALTFORD.,,NO SIGNIFICANT LAND MARKS,"OPEN COUNTRYSIDE TO THE REAR (SOUTH) OF THE PROPERTIES, VIEWS OF THE KELSTON HILL TO THE NORTH EAST",VIEWS IN FROM THE ROAD INTERMITTENT DUE TO TALL HEDGING BOUNDARIES,wide-frontages detached 2-storeys varied-shapes,"THREE PROPERTIES - GRANVILLE LODGE, OAKFIELD AND TYNING",pitched-roofs varied-pitch,,nothing-common stone render tile walls hedges fences,GRAVEL DRIVES,,,LOVELY LOCATION SET IN GREEN BELT. PEACEFUL MINIMAL TRAFFIC,POSSIBLE NEW DEVELOPMENT PROPOSED FOR SALTFORD INCREASING TRAFFIC FLOW ON THE NARROW LANE
45,GREEN BELT WEST OFF WELLSWAY INCLUDING CONYGRE FARM,12/01/2014,dull,,,,THE ONLY HOUSING IS CONYGRE FARM SET ON THE SLOPE OF THE VALLEY. LONG WINDING VALLEY STRETCHING SOUTH FROM KEYNSHAM TOWARDS THE VILLAGE OF CHEWTON KEYNSHAM,,"DOG WALKERS, RAMBLERS. SLEDGING IN THE WINTER MONTHS",,GREEN BELT LAND,,"BADGERS, FOXES, RODENTS, WILD BIRDS INCLUDING WATER BIRDS. LOCAL BAT POPULATION",,NOT APPLICABLE ONLY TRACK TO ONE PROPERTY,,,"VIEWS OUT TO SURROUNDING COUNTRYSIDE. EASTWARDLY TO HOUSING OFF THE B3116 WELLSWAY, NORTHERLY TO THE HEALTH CENTRE AND PROPERTIES AT THE EDGE OF TOWN, WESTERLY TO K2B HOUSING DEVELOPMENT (UNDER CONSTRUCTION)",VIEWS IN FROM EITHER SIDE OF THE VALLEY,,DETACHED FARM BUILDING AND BARN CONVERSIONS OF CONYGRE FARM,,,,,,,VALUABLE TRANQUIL GREEN SPACE ENJOYED BY THE LOCAL COMMUNITY,"SUSCEPTIBLE TO FLOODING, FEAR OF ENCROACHMENT FROM NEW NEARBY DEVELOPMENT PROPOSALS"
58,SOUTH OF ROCK ROAD INCLUDING THE LABBOTTS AND THE CLINIC,03/03/2014,dry,flat,SECTION ON ROCK ROAD SLIGHT GRADIENT RUNNING DOWN FROM WEST TO EAST,grid-like regular buildings-close-to-the-road buildings-well-set-back front-gardens back-gardens long-plots thin-plots no-obvious-centre,,gaps-between-buildings green-spaces hard-space,AREA OF SOCIAL AND ELDERLY SHELTERED HOUSING,trees bushes hedges green-backcloth-to-buildings,,,GARDEN BIRDS,pavements kerbs grass-verges narrow-roads straight-roads cul-de-sacs through-roads on-street-parking parking-courts,"ROCK ROAD IS A THROUGH ROAD FROM TEMPLE STREET TO WEST VIEW ROAD, SEVERAL SMALL CUL-DE-SACS COME OF THE LABBOTT",,NO REAL LAND MARKS - THE NEW DEVELOPMENT CAN BE SEEN FROM ROCK ROAD,NO REAL VIEWS OUT,LIMITED VIEWS IN,terraced semi-detached 2-storeys varied-shapes,SOCIAL HOUSING INCLUDING 2 STOREY FLATS,pitched-roofs varied-pitch,,some-common brick render tile walls hedges fences tarmac concrete,SOME HOUSES HAVE A SECTION OF FALSE STONE CLADDING - FEATURE OF THE 70'S,,BAY WINDOWS ON TERRACED PROPERTIES ALONG ROCK ROAD,"SOCIAL AND ELDERLY PEOPLES HOUSING WITH AREAS OF GREEN SPACE, CLOSE TO LOCAL AMENITIES SHOPS, DOCTORS, CLINICS",PARKING ISSUES ESPECIALLY ALONG ROCK ROAD
64,"EAST OF ST. CLEMENTS RD INCLUDING HARRIETS YARD, ORCHARD, FAIRACRES CLOSE, THE KEYNSHAM HEALTH CENTRE AND THE TREE TOPS NURSING HOME",14/01/2014,fine,plateau,LAND TO THE SOUTH EAST DROPS AWAY SHARPLY TO THE MILL IN THE BOTTOM OF THE VALLEY,linear buildings-close-to-the-road back-gardens,"PLUS TWO CUL DE-SACS: HARRIETS YARD & FAIR ACRES CLOSE (4). SOME 40% OF THE AREA IS TAKEN UP BY THE HEALTH CENTRE & TREETOPS NURSING HOME (3), CAR PARK AND UNDEVELOPED BROWN FIELD SITE (5)",gaps-between-buildings green-spaces,LARGE PRIVATE GARDENS TO THE REAR OF SOME PROPERTIES HEALTH CENTRE CAR PARK IN CONTINUOUS USE.,trees bushes hedges,,area-used/inhabited-by-wildlife,"GARDEN BIRDS, SQUIRRELS (GREY) OCCASIONAL FOXES AND BADGERS, NESTING MALLARD DUCKS IN THE SPRING.",pavements kerbs narrow-roads straight-roads cul-de-sacs on-plot-parking on-street-parking parking-courts,"PAVEMENTS ON ALBERT ROAD & WESTERN LENGTH OF ST. CLEMENTS ROAD (8). EASTERN SECTION OF ST. CLEMENTS ROAD IS A VERY OLD COMMUNITY LANE WITH STONE WALLS (SOME VERY DILAPIDATED) (7), ALBERT ROAD IS A BUS ROUTE WITH INCREASING TRAFFIC SERVICING NEW ESTATES",,"HEALTH CENTRE (9), ANCIENT FOOTPATH (10) STILE (11) SAID ORIGINALLY TO HAVE CONNECTED KEYNSHAM VIA THE MEDIEVAL BRIDGE OR DAPPS HILL AS PART OF A MEDIEVAL BRIDGE. DAPPS HILL IS PART OF A MEDIEVAL TRACKWAY THROUGH ST. CLEMENT'S ROAD AND PARK HOUSE LANE TO QUEEN CHARLTON [EH LIST REVIEW OF KEYNSHAM & SALTFORD: WANSDYKE ENTRY 163] ALSO KNOWN IN PART AS 'HALES LANE'",PARTICULARLY FROM BACK (SOUTH EAST) OF HEALTH CENTRE (1) (12). OVER ALBERT MILL TO THE WELLSWAY AND SOUTH ALONG THE VALLEY OF THE RIVER CHEW TO OPEN COUNTRYSIDE . LOOKING NORTH EAST TOWARDS DAPPS HILL (14),"FROM ALBERT ROAD INTO HARRIETS YARD (13), FROM ST. CLEMENTS ROAD* INTO FAIRACRE CLOSE (4), FROM ST. CLEMENTS ROAD* ALONG ANCIENT PUBLIC FOOTPATH TO DAPPS HILL, [*WESTERN SECTION]",terraced semi-detached 1-storey 2-storeys,"STONE BARN CONVERSION IN HARRIETS YARD (13), MODERN RENDERED COTTAGES IN HARRIETS YARD (16), VICTORIAN TERRACED STONE COTTAGES (17) (MUCH ALTERED) IN ALBERT ROAD, POST & MODERN INDIVIDUAL DWELLINGS IN ST. CLEMENTS ROAD",pitched-roofs varied-pitch,SEE (16) & (17),brick stone render tile walls hedges fences tarmac concrete setts,"SEE (13) (16) (17) (4), OLDER BUILDINGS - STONE WITH CLAY TILES POST WAR & MODERN RENDERED OR BRICK (FAIRACRE CLOSE)",,"OLDER HOUSES WITH CHIMNEYS (17). BRICK RELIEVING ARCHES & SMALL WINDOWS & PORCH HEADS ON NEW COTTAGES IN HARRIETS YARD (16), ALTHOUGH GLAZING BARS AND SINGLE GLAZING HAVE BEEN REPLACED IN MOST VICTORIAN STONE HOUSES IN ALBERT ROAD THE PROPORTION OF THE WINDOWS HAVE BEEN RETAINED (17), MOST DWELLINGS HAVE TILED ROOFS (MANY NOW CONCRETE TILES), G II R POST BOX SET IN WALL IN ALBERT ROAD","VIEWS ACROSS CHEW VALLEY TO WELLSWAY (1), VIEWS TOWARDS DAPPS HILL WITH VICTORIAN LAMP POST (14), STONE HOUSES IN ALBERT ROAD (17), ANCIENT TRACKWAY NOW A FOOTPATH THROUGH THE CENTRE OF THE AREA WITH ITS STONE STILE (18), COTTAGE STYLE MODERN DEVELOPMENT & CONVERTED BARN IN HARRIETS YARD (13 & (16)","THE HEALTH CENTRE IS HUGELY OUT OF SCALE DOMINATING THE DAPPS HILL CONSERVATION AREA. NO ATTEMPT MADE TO USE LOCAL MATERIALS (AVAILABLE FROM THE DEMOLITION OF THE OLD WORK HOUSE/HOSPITAL ON THE SAME SITE) (2), GRAFFITI ON HOARDINGS & BREEZE BLOCK WALLS (19) (20), INAPPROPRIATE 'SNAIL TRAIL' POINTING (21), BROKEN DOWN STONE WALL PLUS MORE MODERN PIPE RAILINGS (7), EXCESSIVE STREET PARKING"
18,ST. JOHN'S COURT,27/10/2013,squally showers,,HALF FLAT AND HALF SLOPING TO MAIN ROAD,,GRID LIKE,,"GAPS BETWEEN BUILDINGS, MAINLY PAVED WITH SMALL GRASSY AREAS",,,,NOT USED AT ALL,,"CUL-DE-SACS, ON STREET PARKING, PARKING COURTS",,ST. JOHN'S CHURCH TOWER VISIBLE,VIEW FROM SLOPING AREA ACROSS PLAYING FIELDS TOWARDS BY-PASS AND RAILWAY,VIEWS FROM ADJACENT STORE CAR PARK AND FROM ROAD UP THE SLOPE,,"COMMON SHAPES, ESTATE OF 2 STOREY FLATS & HOUSES ALL FLAT ROOFED",,FLAT ROOFS,,"SOME COMMON, BLOCKS OF FLAT ROOFED BUILDINGS - ALL BRICK",,NO OUTSTANDING FEATURES,CLOSE COMMUNITY - NEAR TOWN CENTRE AND FACILITIES,UNATTRACTIVE SQUARE BLOCKS
71,KEYNSHAM MEMORIAL PARK INCLUDING PARK LAND EAST OF AVON MILL LANE AND THE FOX AND HOUNDS CAR PARK,07/02/2014,dry,hilly,,buildings-well-set-back no-obvious-centre,"BUILDINGS WITHIN THE MEMORIAL PARK INCLUDE THE BOWLS CLUB, THE PARK CAFE, THE TENNIS COURT STORAGE HUT, PUBLIC TOILETS AND THE BANDSTAND",gaps-between-buildings green-spaces hard-space places-where-local-events-take-place well-used,"HARD SPACE INCLUDES TENNIS COURTS AND SKATEBOARD PARK, TWO CHILDREN'S PLAYGROUNDS AND TEENAGE SWING, EVENTS - KEYNSHAM MUSIC FESTIVAL , YOUTH FEST, WEEKLY PERFORMANCES ON THE BAND STAND, HYMNS IN THE PARK, ALSO USED FOR LEISURE, PICNICS, SPORTS (TENNIS & BOWLS), COMMUNITY VEGETABLE PATCH",trees bushes hedges areas-of-intense-greenery,,area-used/inhabited-by-wildlife,"WILD BIRDS, RIVER WILDLIFE",,SMALL TRACK INTO THE PARK FOR DELIVERIES,,MEMORIAL PARK BANDSTAND,ONLY OF THE TOWN CENTRE AND BY PASS,FROM THE BANES OFFICES ON TEMPLE STREET,1-storey,"BUILDINGS WITHIN THE MEMORIAL PARK INCLUDE THE BOWLS CLUB, THE PARK CAFE, THE TENNIS COURT STORAGE HUT, PUBLIC TOILETS AND THE BANDSTAND",flat-roofs pitched-roofs,,brick walls hedges fences tarmac setts,,,BENCHES AROUND THE PARK,"SUPER PARK A VALUABLE ASSET TO THE TOWN OF KEYNSHAM USED BY MANY OF THE COMMUNITY, THE COMMUNITY VEGETABLE PATCH AND THE MEDIEVAL GARDEN PLOT BY THE TENNIS COURTS, FREE USAGE OF THE TENNIS COURTS FOR INDIVIDUAL MEMBERS OF THE PUBLIC",NO NEGATIVES
16,"ST. LADOC ROAD WEST BETWEEN THE JUNCTION OF BRISTOL ROAD AND THE JUNCTION OF ST FRANCIS ROAD INCLUDING ST. DUNSTAN'S CLOSE, MILWARD ROAD, CULVERS CLOSE AND PART OF CULVERS ROAD",,,,"ALL EAST AND WEST ROADS ARE ON ONE LEVEL, ST. LADOC TO THE NORTH EAST HAS A STEADY GRADIENT TO THE A4",,MILWARD AND CULVERS CLOSE HAVE VERY SMALL GARDENS. ST. LADOC AND CRANMORE HAVE LARGE MATURE GARDENS FRONT AND BACK. ALL ARE NARROW PLOTS.,,OPEN SPACE WITH MATURE TREES AT THE TOP OF MILWARD CLOSE IS NOT USED FOR THE PURPOSE. THE TREES NEED SOME MANAGEMENT. CULVERS CLOSE HAS VERY LITTLE GREEN SPACE MOSTLY PAVEMENTS AND TARMAC,,MOST GARDENS HAVE SMALL SHRUBS EXCEPT WHERE CAR PULL IN AREAS ARE INSET,,EVIDENCE OF BIRD LIFE IN THE MATURE TREES AND BIRD FEEDS IN MANY GARDENS. LARGE POPULATIONS OF DOMESTIC CATS KEEP THE BIRD LIFE DOWN TO A MINIMUM. VALENCENE GROWING IN WALLS AND ON FOOTWAYS,,ROAD SURFACES ARE REASONABLE BUT FOOT PATHS HAVE NOT BEEN MAINTAINED MAKING IT DIFFICULT FOR THE ELDERLY TO WALK SAFELY. NEW STREET LIGHTS MAKE IT UNSAFE AFTER DARK DUE TO THE UNEVENNESS OF THE PAVEMENTS.,,2 MILES IN THE DISTANT IS HANHAM MOUNT WITH ITS GREEN BEACONS FOR AIRCRAFT APPROACHING BRISTOL AIRPORT. ALSO VISIBLE IS THE KELSTON TUMP,GOOD VIEWS OF THE COTSWOLD ESCARPMENT EDGE AND STOCKWOOD ESCARPMENT TO THE NORTH,THERE ARE NO PLACES TO VIEW INTO THIS AREA APART FROM A HOT AIR BALLOON,,1 0R 2 OLD BUILDINGS OF MERIT OTHERWISE ALL LESS THAN 80 YEARS OLD,,MOSTLY PITCHED ROOFS AND 1 PARAPET,,,,,,
94,WELLSWAY FROM ROCKHILL ESTATE INCLUDING NUMBERS 1 - 11 HURN LANE,27/11/2013,overcast,flat,,regular buildings-well-set-back front-gardens wide-plots,,gaps-between-buildings,,trees bushes hedges,,,ALL GARDENS - NO 'WILD' AREAS,pavements kerbs straight-roads curving-roads on-plot-parking,,,"ACROSS WELLSWAY TO FIELDS, RIVER CHEW VALLEY AND HOUSES OF KEYNSHAM ON OPPOSITE HORIZON",VIEWS ACROSS WELLSWAY TO FIELD OF RIVER CHEW VALLEY AND HOUSES OF KEYNSHAM ABOVE THAT,,wide-frontages detached 2-storeys varied-shapes,,pitched-roofs steep-pitch varied-pitch,,brick render hung-tile walls hedges tarmac,,window-shapes,"'LEADED LIGHTS' DORMER WINDOWS, BAY WINDOWS AND BRICK DECORATION","PLEASANT FAIRLY LARGE HOUSES - DETACHED. VARIED DESIGNS BUT WITH SIMILAR FEATURES. IT IS ASSUMED THAT THEY WERE BUILT AT A SIMILAR TIME, SO SYMPATHETIC TO EACH OTHER. THE PROPERTIES HAVE GOOD GARDENS",WELLSWAY IS A BUSY ROAD. IT IS OFTEN LITTERED ON THE OPPOSITE PAVEMENT TO THE HOUSES (LITTER BLOWN BY THE WIND).
88,KEYNSHAM CRICKET GROUND,08/11/2013,wet,,REASONABLY FLAT WITH GENTLE SLOPE TO THE WELLSWAY,,"OPEN PLAYING FIELD (CRICKET PITCH) SURROUNDED BY HOUSING, FENCES, HEDGES AND CLUBHOUSE",,"GREEN SPACE, WELL USED IN THE SUMMER. CLUBHOUSE USED ALL YEAR ROUND MORE IN THE SUMMER THAN IN THE WINTER",,,,WILDLIFE NOT ENCOURAGED,,PRIVATE DRIVEWAY FROM ENTRANCE; ON SITE PARKING AT ONE END OF THE GROUND,,THERE ARE NO REAL LANDMARKS - THE CLUBHOUSE AND FLAGPOLE ARE VISIBLE FROM WELLAND ROAD AREA.,NO VIEWS OUT - THE GROUND IS DELIBERATELY SECLUDED,THERE ARE VIEWS IN FROM SURROUNDING HOUSES AND MOBILE HOME PARK,,THE CLUBHOUSE IS A DETACHED 2 STOREY BUILDING WITH A BALCONY PLUS A SMALL BRICK BUILT SCOREBOX,,THE ROOF IS PITCHED,,WALLS ARE CONSTRUCTED OF BRICK AND THE ROOF IS TILED,,"FLAG POLE, BALCONY & SPECTATOR DECKING OUTSIDE THE CLUBHOUSE",A LARGE FLAT PITCH AREA SOLELY OWNED AND USED BY THE CRICKET CLUB WITH A MEMBERS CLUBHOUSE TO USE DURING AND AFTER MATCHES AS WELL AS OTHER CLUB SOCIAL OCCASIONS. A SIGNIFICANT HEART OF THE LOCAL SPORTING COMMUNITY,"THERE IS INSUFFICIENT SPACE FOR A 2ND PITCH, SO ADDITIONAL TEAMS PLAY AT WELLSWAY SCHOOL ON SATURDAYS DURING SEASON"
43,K2B SITE WEST OF PARKHOUSE LANE,16/12/2013,grey & wet,,THE SITE SLOPES DOWNWARD IN AN EASTERLY DIRECTION,winding buildings-well-set-back front-gardens back-gardens no-obvious-centre,,gaps-between-buildings green-spaces,"SOME SECTIONS OF THE NEW ESTATE WILL BE TERRACED AND WILL NOT HAVE GAPS BETWEEN THE BUILDINGS, PHOTOGRAPH SITE LOCATION AS VIEWED FROM EAST - THE WELLSWAY.",trees bushes hedges green-backcloth-to-buildings,,area-used-for-wildlife-to-pass-through,,pavements kerbs narrow-roads curving-roads cul-de-sacs on-plot-parking on-street-parking parking-courts,"THERE WILL BE CUL-DE-SACS WHEN THE SITE IS COMPLETE, THERE WILL BE PARKING COURTS ONCE THE SITE IS COMPLETE",,"ALLOTMENTS, THE ECO HOMES ON THE WELLSWAY, THE KELSTON HILLS TO THE EAST, PHOTOGRAPH OLD SITE ACCESS AND RETAINED PROPERTIES BELOW.",THERE ARE VIEWS OUT TO THE WELLSWAY AND THE KELSTON HILLS ON THE EDGE OF THE PLOT. EASTERLY THERE IS GREEN BELT,THERE IS A LIMITED VIEW IN FROM THE WELLSWAY AND FROM THE ALLOTMENTS,terraced semi-detached common-shapes,,pitched-roofs varied-pitch,,some-common brick stone render tile walls fences tarmac,RED BRICK IS THE MOST COMMON BUILDING MATERIAL,chimneys,,"BENEFIT OF A BRAND NEW ESTATE - NEW FACILITIES, UTILITIES AND NEIGHBOURHOOD, IT IS NOT FAR FROM THE TOWN CENTRE, CLOSE TO THE ALLOTMENTS AND COUNTRYSIDE WALKS. THERE IS AN APPEALING ENTRANCE TO THE SITE","THE ESTATE FEELS A BIT CRAMPED, PARKING AND ACCESS PROBLEMS ARE ENVISAGED"
23,"NORTH OF CHARLTON ROAD FROM THE BRITISH LEGION BUILDING TO ST. LADOC ROAD IN THE WEST INCLUDING PROPERTIES ON ST. LADOC ROAD, CRANMORE AVENUE AND CULVERS ROAD",29/01/2014,dull,flat,,linear grid-like regular buildings-well-set-back front-gardens back-gardens long-plots no-obvious-centre,,gaps-between-buildings green-spaces well-used,,trees bushes hedges green-backcloth-to-buildings,MOST AREAS HAVE A GRASS VERGE IN ADDITION TO A PAVED AREA IN FRONT OF THE HOUSES. THERE IS A LARGE AREA OF GREEN SPACE NORTH WEST OF CRANMORE AVENUE.,area-used/inhabited-by-wildlife,MAINLY BIRDLIFE,pavements kerbs grass-verges wide-roads straight-roads through-roads on-plot-parking on-street-parking,CRANMORE AVENUE IS A THROUGH ROUND FROM CHARLTON ROAD TO ST. LADOC ROAD,,THE BRITISH LEGION BUILDING ON CHARLTON ROAD AND THE TELEPHONE EXCHANGE ON CRANMORE AVENUE ARE COMMUNITY LANDMARKS.,NONE,ONLY FROM ENTRANCES TO ESTATE ROADS,wide-frontages terraced semi-detached 2-storeys 3-storeys varied-shapes,VAST VARIETY OF SHAPES AND SIZES. 3 STOREY TELEPHONE EXCHANGE.,pitched-roofs varied-pitch,,nothing-common brick stone render tile walls hedges fences tarmac,NUMEROUS MATERIALS HAVE BEEN USED IN THE DESIGNS OF HOUSES WITHIN THE MAP AREA,,BAY FRONTED WINDOWS ON PROPERTIES ON CHARLTON ROAD,"AREA WITHIN EASY REACH OF TOWN AMENITIES AND PUBLIC TRANSPORT SYSTEM, SOCIAL AND PRIVATE HOUSING PROVISION",BUSY CHARLTON ROAD
57,DAPPS HILL INCLUDING STEEL MILLS,12/11/2013,fine & sunny,hilly linear-valley,,irregular buildings-close-to-the-road buildings-well-set-back back-gardens,PHOTOGRAPH 1 - SHOWS BUILDINGS SET WELL BACK,gaps-between-buildings green-spaces,,trees bushes hedges areas-of-intense-greenery,PHOTOGRAPH 2 - SHOWS AREAS OF INTENSE GREENERY,area-used/inhabited-by-wildlife,"WATER FOWL, GARDEN BIRDS, JACKDAWS & WOOD PIGEONS",pavements narrow-roads curving-roads cul-de-sacs on-street-parking,SEE PHOTOGRAPH 3,,"ALBERT MILL CONVERTED HOUSING, CHEW COTTAGES (HISTORIC & LISTED), ANCIENT BRIDGE, 1968 FLOOD LEVEL PLAQUE, VICTORIAN LAMP POSTS, ALBERT MILL WEIR, OLD STONE WALLS (COCK & HEN TOPPINGS), RIVER CHEW, CONVERTED STEEL MILL, DAPPIFERS HOUSE (TUDOR ORIGIN), DAPPS HILL HIGH WALL & CART STOPS, SEE PHOTOGRAPHS 3, 4, 5, 6, 7, 8, 9, 16, 17, 18, 19, 20","FROM THE WELLSWAY EXTENSIVE VIEWS ALONG AND ACROSS THE RIVER CHEW VALLEY, SEE PHOTOGRAPHS 10 & 11 OVERLEAF",,terraced semi-detached 1-storey 2-storeys 3-storeys varied-shapes,SEE PHOTOGRAPHS 1 & 12,pitched-roofs steep-pitch,"LEAN-TOS ON SOME HOUSES, SEE PHOTOGRAPHS 1 & 12",some-common,"WHITE AND BLUE LIAS STONE, SOME RENDERED, ROOFS PREDOMINANTLY CLAY TILES, BOUNDARY WALLS & HEDGES, SEE PHOTOGRAPHS 1 & 12",,"PORCHES ON HISTORIC COTTAGES - PHOTOGRAPH 1, CASEMENT, SASH WINDOWS (PREDOMINATELY 6 OVER 6), PAN TILES (CLAY) DOUBLE ROMAN, CLAY CHIMNEY POTS, BRICK OR STONE RELIEVING ARCHES, SEE PHOTOGRAPHS 1 & 13","RURAL, CONSERVATION AREA","LITTER ALONG THE FOOTPATH FROM WELLSWAY SCHOOL, INAPPROPRIATE REPLACEMENT DOORS AND WINDOWS, OVERHEAD WIRES IN A CONSERVATION AREA (SEE PHOTOGRAPH 14), SOME VICTORIAN LAMP POSTS REPLACED BY CONCRETE, ON-STREET PARKING, GRAFFITI (SEE PHOTOGRAPH 15)"
74,"LAND WEST OF PIXASH LANE INCLUDING COOPERATIVE STORE, RESTAURANT OUTLETS ON BROADMEAD LANE, ASHMEAD INDUSTRIAL ESTATE, PIXASH BUSINESS CENTRE, SNAPDRAGON NURSERY AND PROPERTIES ON BATH ROAD",09/02/2014,dull,flat,,irregular buildings-close-to-the-road buildings-well-set-back no-obvious-centre,"NO REAL GARDENS, THIS IS A COMMERCIAL AREA ONLY GRASS VERGES AND TREES",gaps-between-buildings green-spaces,,trees bushes green-backcloth-to-buildings,,,UNKNOWN,pavements kerbs grass-verges straight-roads on-plot-parking on-street-parking,,,NO KEY LANDMARKS,NO REAL VIEWS OUT,NO REAL VIEWS IN,wide-frontages terraced detached 1-storey varied-shapes,"MAINLY STEEL FRAMED COMMERCIAL PROPERTIES, CURRENTLY UNDER CONSTRUCTION THIS AREA IS THE NEW POLICE CUSTODY SUITE.",flat-roofs pitched-roofs varied-pitch,,some-common tile other walls hedges fences tarmac concrete,SOME WALLS ARE STEEL CLADDING TO THE COMMERCIAL BUILDINGS,,,"COMMERCIAL, INDUSTRIAL AND RETAIL PROPERTIES LOCATED IN ONE ARE CLOSE TO MAIN ROUTE (A4) TO BRISTOL AND BATH, CLOSE TO THE TOWN CENTRE OF KEYNSHAM",HEAVY VEHICLES VISITING THIS SITE DO CAUSE CONGESTION ON THE BROADMEAD ROUNDABOUT
